customerID;gender;SeniorCitizen;Partner;Dependents;tenure;PhoneService;MultipleLines;InternetService;OnlineSecurity;OnlineBackup;DeviceProtection;TechSupport;StreamingTV;StreamingMovies;Contract;PaperlessBilling;PaymentMethod;MonthlyCharges;TotalCharges;Churn
2645-QTLMB;M;0;N;0;7;Yes;No;Fiber optic;No;Yes;No;No;Yes;Yes;1;Yes;Electronic check;94.25;669;Yes
4806-HIPDW;F;0;Y;0;1;Yes;No;Fiber optic;No;No;No;No;No;No;1;Yes;Electronic check;68.95;68.95;Yes
1548-ARAGG;F;0;Y;1;4;Yes;Yes;DSL;No;Yes;No;Yes;No;No;1;Yes;Mailed check;58.5;224.85;No
6339-RZCBJ;M;0;N;0;48;Yes;No;DSL;No;Yes;Yes;Yes;Yes;Yes;3;No;Credit card (automatic);78.9;3771.5;No
4424-TKOPW;M;1;N;0;2;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;1;Yes;Electronic check;93.85;196.75;Yes
4415-WNGVR;F;1;Y;0;12;Yes;No;DSL;Yes;No;Yes;Yes;Yes;Yes;2;Yes;Electronic check;79.2;943.85;No
2522-AHJXR;M;0;Y;0;60;Yes;Yes;Fiber optic;Yes;No;Yes;Yes;Yes;Yes;1;Yes;Bank transfer (automatic);109.45;6572.85;No
0412-UCCNP;M;0;N;0;55;Yes;No;DSL;Yes;No;Yes;Yes;No;No;3;Yes;Electronic check;59.2;3175.85;No
1816-FLZDK;M;0;N;0;1;No;No phone service;DSL;No;No;No;Yes;No;No;1;No;Mailed check;29.15;29.15;No
7096-UCLNH;M;0;N;0;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;1;No;Mailed check;20.05;20.05;No
8443-ZRDBZ;M;0;N;0;4;Yes;Yes;Fiber optic;No;No;No;No;No;No;1;Yes;Electronic check;76.05;318.9;Yes
9136-ALYBR;M;0;N;0;1;No;No phone service;DSL;No;No;No;No;No;No;1;Yes;Mailed check;24.45;24.45;Yes
4615-PIVVU;F;0;N;0;42;Yes;No;DSL;No;No;Yes;Yes;No;Yes;3;No;Credit card (automatic);66.5;2762.75;No
8885-QSQBX;F;0;N;0;1;Yes;No;DSL;Yes;No;No;No;No;No;1;No;Bank transfer (automatic);49.55;49.55;No
7479-NITWS;M;0;N;0;7;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;No;1;Yes;Credit card (automatic);89.35;631.85;Yes
8617-ENBDS;M;0;N;0;3;Yes;No;Fiber optic;No;No;Yes;No;No;No;1;Yes;Credit card (automatic);73.6;232.5;No
9385-NXKDA;F;0;Y;0;72;Yes;Yes;DSL;Yes;Yes;Yes;No;Yes;Yes;3;Yes;Credit card (automatic);82.65;5919.35;No
0430-IHCDJ;M;0;N;0;15;Yes;Yes;DSL;No;No;No;No;No;No;1;Yes;Electronic check;49;749.25;No
2959-MJHIC;M;0;Y;0;4;Yes;No;Fiber optic;No;No;No;No;Yes;No;1;Yes;Electronic check;80.35;307.4;Yes
6674-KVJHG;F;0;N;0;11;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;2;No;Electronic check;25.2;245.15;No
1814-DKOLC;F;0;N;0;5;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;1;No;Mailed check;25.45;134.75;No
4201-JMNGR;F;1;N;0;1;Yes;No;DSL;Yes;No;Yes;No;No;No;1;Yes;Electronic check;55.8;55.8;Yes
9351-HXDMR;M;0;Y;0;72;Yes;Yes;Fiber optic;Yes;No;Yes;Yes;Yes;Yes;3;Yes;Credit card (automatic);110.9;8240.85;No
3537-HPKQT;F;0;Y;0;55;Yes;Yes;Fiber optic;No;Yes;No;No;No;No;1;Yes;Credit card (automatic);77.75;4266.4;No
2129-ALKBS;F;0;Y;1;40;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;1;Yes;Electronic check;26.2;1077.5;No
5821-MMEIL;F;0;Y;0;57;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;3;No;Bank transfer (automatic);19.9;1115.6;No
5960-WPXQM;M;0;N;0;1;Yes;No;Fiber optic;No;No;No;No;Yes;No;1;Yes;Electronic check;79.05;79.05;Yes
0684-AOSIH;M;0;Y;0;1;Yes;No;Fiber optic;Yes;No;No;No;Yes;Yes;1;Yes;Electronic check;95;95;Yes
8260-NGFNY;F;0;N;0;1;No;No phone service;DSL;No;No;No;No;No;No;1;No;Mailed check;25.2;25.2;Yes
1309-XGFSN;M;1;Y;1;52;Yes;Yes;DSL;No;Yes;Yes;No;Yes;Yes;2;Yes;Electronic check;80.85;4079.55;No
1866-RZZQS;M;1;N;0;41;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;1;Yes;Electronic check;98.4;4187.75;Yes
6968-URWQU;M;0;Y;0;43;Yes;No;DSL;No;No;No;No;Yes;No;2;Yes;Mailed check;56.35;2391.15;No
4742-TXUEX;F;0;Y;1;47;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;3;No;Bank transfer (automatic);19.3;890.5;No
9631-XEYKE;M;0;N;0;3;Yes;Yes;DSL;No;No;No;No;No;No;1;No;Bank transfer (automatic);50.4;137.25;No
8631-NBHFZ;M;1;Y;1;66;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;No;3;No;Credit card (automatic);79.4;5154.6;Yes
1335-MXCSE;M;0;Y;1;55;Yes;No;DSL;No;No;Yes;Yes;No;No;3;Yes;Credit card (automatic);55.25;3119.9;No
8873-TMKGR;M;0;N;0;29;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;2;No;Mailed check;19.1;529.5;No
8800-JOOCF;F;0;N;1;12;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;1;Yes;Electronic check;84.05;966.55;No
1469-LBJQJ;F;0;Y;0;66;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;1;Yes;Electronic check;105.2;6936.85;No
4958-XCBDQ;M;1;N;0;35;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;1;Yes;Electronic check;101.4;3496.3;Yes
8337-UPOAQ;M;1;Y;0;10;Yes;Yes;Fiber optic;No;No;Yes;No;No;Yes;1;Yes;Electronic check;89.8;914.3;Yes
0064-YIJGF;M;0;Y;1;27;Yes;Yes;Fiber optic;No;No;No;No;No;No;1;Yes;Bank transfer (automatic);75.75;1929;No
2386-OWURY;F;0;N;0;58;Yes;No;Fiber optic;No;No;No;Yes;Yes;Yes;1;Yes;Electronic check;95.3;5817.7;No
1725-IQNIY;M;0;Y;0;54;Yes;No;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;3;No;Bank transfer (automatic);109.75;6110.2;Yes
0310-VQXAM;M;0;N;0;9;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;1;No;Mailed check;19.85;178.8;No
6598-RFFVI;M;0;N;0;2;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;2;No;Credit card (automatic);19.3;28.3;Yes
3453-RTHJQ;M;0;N;0;6;Yes;No;Fiber optic;No;No;No;No;No;No;1;Yes;Electronic check;69.1;435;No
6712-OAWRH;F;1;N;0;26;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;1;Yes;Electronic check;91.25;2351.8;Yes
6278-FEPBZ;F;0;N;0;9;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;1;No;Mailed check;20.25;186.15;No
4280-DLSHD;M;0;Y;0;8;Yes;No;DSL;No;Yes;Yes;No;No;No;1;Yes;Mailed check;54.75;445.85;No
1508-DFXCU;M;0;N;0;12;Yes;No;Fiber optic;No;No;No;No;Yes;No;1;Yes;Electronic check;81.45;912;No
8614-VGMMV;F;0;N;0;15;Yes;Yes;DSL;No;No;No;No;No;No;1;Yes;Electronic check;49.1;679.55;Yes
7868-BGSZA;M;0;Y;0;43;Yes;Yes;DSL;Yes;No;Yes;No;Yes;Yes;2;Yes;Electronic check;80.2;3581.6;No
2800-QQUSO;M;0;N;0;42;Yes;Yes;Fiber optic;No;No;No;Yes;Yes;Yes;1;Yes;Electronic check;100.3;4222.95;No
2930-UOTMB;F;0;N;0;31;Yes;Yes;DSL;Yes;No;Yes;Yes;No;No;1;No;Credit card (automatic);65.25;1994.3;Yes
7973-DZRKH;F;0;N;1;66;Yes;Yes;Fiber optic;Yes;No;Yes;Yes;No;No;3;Yes;Credit card (automatic);90.95;5930.05;No
5914-DVBWJ;F;1;N;0;18;Yes;Yes;Fiber optic;No;Yes;No;Yes;No;No;1;Yes;Electronic check;85.45;1505.85;Yes
7698-YFGEZ;M;0;N;0;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;1;No;Mailed check;20;20;No
2533-QVMSK;M;0;Y;0;61;Yes;Yes;Fiber optic;No;Yes;No;Yes;Yes;No;3;Yes;Electronic check;94.1;5638.3;Yes
9773-PEQBZ;M;0;N;0;10;Yes;Yes;Fiber optic;No;Yes;No;No;No;No;1;No;Electronic check;79.85;797.25;No
8644-XLFBW;M;1;N;0;1;Yes;No;Fiber optic;No;No;No;No;No;No;1;Yes;Electronic check;71.65;71.65;Yes
0650-BWOZN;F;1;N;0;18;Yes;No;Fiber optic;No;Yes;No;No;No;No;1;Yes;Electronic check;73.55;1359.45;No
8625-AZYZY;M;0;Y;0;24;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;1;Yes;Electronic check;104.65;2542.45;Yes
7785-RDVIG;F;0;Y;1;3;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;1;No;Mailed check;19.3;54.7;No
9602-WCXPI;M;0;N;0;50;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;2;No;Credit card (automatic);20.15;989.05;No
2903-YYTBW;M;0;Y;1;1;Yes;No;DSL;No;No;No;No;No;No;1;No;Electronic check;44.55;44.55;No
3620-MWJNE;M;0;N;0;2;Yes;No;DSL;Yes;No;No;Yes;No;No;1;Yes;Mailed check;54.45;87.3;No
8573-JGCZW;M;0;N;0;17;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;2;Yes;Bank transfer (automatic);19.65;351.55;No
6837-HAEVO;M;0;Y;1;69;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;3;Yes;Electronic check;105;7297.75;No
6701-YVNQG;M;0;Y;0;72;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;3;Yes;Credit card (automatic);88.7;6301.7;No
9306-CPCBC;F;0;N;0;3;Yes;Yes;Fiber optic;No;No;No;No;No;No;1;Yes;Electronic check;74.25;210.3;Yes
4304-XUMGI;M;1;Y;1;50;Yes;Yes;DSL;Yes;Yes;Yes;No;No;Yes;3;Yes;Bank transfer (automatic);75.15;3822.45;No
9504-YAZWB;F;0;N;0;53;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;3;No;Mailed check;20.25;1048.45;No
8819-ZBYNA;F;0;Y;0;58;Yes;Yes;Fiber optic;Yes;Yes;No;Yes;Yes;Yes;3;Yes;Credit card (automatic);109.1;6393.65;No
6174-NRBTZ;M;0;N;0;46;No;No phone service;DSL;Yes;No;No;No;No;No;2;Yes;Bank transfer (automatic);30.75;1489.3;No
9481-IEBZY;M;1;Y;0;72;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;1;Yes;Credit card (automatic);112.9;8061.5;No
1833-VGRUM;F;1;N;0;1;Yes;Yes;Fiber optic;No;No;No;No;No;No;1;Yes;Electronic check;74.2;74.2;Yes
6137-NICCO;F;0;Y;1;6;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;No;1;Yes;Mailed check;94.05;518.75;No
9065-ZCPQX;M;0;Y;0;72;Yes;Yes;DSL;Yes;Yes;Yes;Yes;No;Yes;3;No;Bank transfer (automatic);78.85;5763.15;No
6402-EJMWF;M;0;N;0;4;Yes;No;DSL;No;No;No;No;No;Yes;1;Yes;Mailed check;55.3;238.5;No
3620-EHIMZ;F;0;Y;1;52;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;3;No;Mailed check;19.35;1031.7;No
3213-VVOLG;M;0;Y;1;0;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;3;No;Mailed check;25.35;;No
6870-ECSHE;F;0;N;0;2;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;2;No;Mailed check;20.45;34.8;No
8747-UDCOI;F;0;Y;0;65;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;3;No;Bank transfer (automatic);19.35;1319.95;No
8374-XGEJJ;M;1;Y;0;43;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;1;Yes;Electronic check;101;4388.4;Yes
2656-TABEH;M;0;Y;0;4;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;1;Yes;Electronic check;100.2;420.2;Yes
6946-LMSQS;M;1;Y;0;25;Yes;Yes;Fiber optic;Yes;No;No;No;No;Yes;2;Yes;Electronic check;89.05;2177.45;Yes
4626-OZDTJ;F;0;Y;0;51;Yes;Yes;DSL;No;Yes;No;Yes;Yes;Yes;2;Yes;Credit card (automatic);78.65;3950.85;No
9169-BSVIN;M;0;N;0;12;Yes;Yes;DSL;No;No;Yes;No;Yes;Yes;1;No;Bank transfer (automatic);74.75;827.05;No
2325-ZUSFD;F;0;Y;1;57;Yes;No;DSL;Yes;No;No;No;Yes;Yes;2;Yes;Bank transfer (automatic);70.1;3913.3;Yes
8194-PEEBY;F;0;Y;1;24;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;2;No;Mailed check;19.9;533.5;No
6872-HXFNF;F;0;Y;0;64;Yes;Yes;DSL;No;No;Yes;Yes;No;No;2;No;Bank transfer (automatic);58.35;3756.45;No
3932-CMDTD;F;0;N;0;4;Yes;No;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;2;Yes;Electronic check;105.65;443.9;Yes
7714-YXSMB;F;0;N;0;26;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;1;Yes;Bank transfer (automatic);100.5;2599.95;No
8387-UGUSU;F;0;Y;1;15;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;1;No;Mailed check;20.05;284.3;No
1080-BWSYE;M;1;Y;0;64;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;3;No;Credit card (automatic);25.65;1740.8;No
4039-HEUNW;M;1;Y;0;36;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;1;Yes;Electronic check;96.5;3436.1;Yes
1194-HVAIF;F;0;Y;0;27;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;1;No;Credit card (automatic);95;2462.55;No
0812-WUPTB;M;1;Y;0;1;Yes;No;Fiber optic;No;No;No;No;No;No;1;No;Mailed check;70.85;70.85;Yes
3594-UVONA;F;0;N;0;35;Yes;Yes;DSL;Yes;No;Yes;Yes;Yes;Yes;2;Yes;Credit card (automatic);85.95;3110.1;Yes
0004-TLHLJ;M;0;N;0;4;Yes;No;Fiber optic;No;No;Yes;No;No;No;1;Yes;Electronic check;73.9;280.85;Yes
1767-TGTKO;F;0;Y;1;8;Yes;No;DSL;No;No;No;No;No;No;1;Yes;Electronic check;45.45;411.75;No
8439-LTUGF;M;0;N;0;10;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;1;Yes;Credit card (automatic);20;198.6;No
8805-JNRAZ;F;0;N;0;2;Yes;No;DSL;No;Yes;No;No;No;No;1;No;Mailed check;49.2;103.7;No
5089-IFSDP;F;0;Y;0;58;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;Yes;Yes;3;Yes;Bank transfer (automatic);109.45;6144.55;Yes
6418-HNFED;M;0;Y;0;51;Yes;No;DSL;Yes;Yes;Yes;Yes;Yes;Yes;3;Yes;Credit card (automatic);83.25;4089.45;No
0206-OYVOC;F;0;Y;1;46;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;3;Yes;Mailed check;19.25;864.2;No
7291-CDTMJ;M;0;N;0;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;1;Yes;Bank transfer (automatic);19.65;19.65;No
7128-GGCNO;M;0;N;0;46;Yes;Yes;Fiber optic;No;No;No;No;No;No;1;No;Bank transfer (automatic);72.8;3249.4;No
0237-YFUTL;F;0;Y;0;50;Yes;Yes;Fiber optic;Yes;Yes;No;Yes;Yes;Yes;1;Yes;Bank transfer (automatic);109.65;5405.8;No
7691-KGKGP;M;0;Y;1;53;Yes;No;DSL;No;Yes;No;Yes;Yes;No;1;No;Credit card (automatic);65;3363.8;No
6710-HSJRD;M;0;Y;0;61;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;1;Yes;Electronic check;114.1;7132.15;No
3675-EQOZA;M;0;N;0;5;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;1;No;Bank transfer (automatic);20.65;93.55;No
0840-DCNZE;M;0;N;0;47;Yes;No;DSL;Yes;Yes;Yes;Yes;Yes;Yes;2;Yes;Bank transfer (automatic);86.95;4138.9;No
1732-FEKLD;F;0;N;0;54;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;No;2;Yes;Bank transfer (automatic);94.75;5121.75;No
9862-KJTYK;M;0;N;1;19;No;No phone service;DSL;No;No;No;No;No;No;1;Yes;Credit card (automatic);25.35;566.1;No
0479-HMSWA;F;0;N;1;26;Yes;No;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;3;Yes;Electronic check;105.45;2715.3;No
5854-KSRBJ;M;0;Y;1;70;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;3;No;Mailed check;25.4;1782.05;No
0365-BZUWY;M;0;Y;0;17;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;1;Yes;Electronic check;102.55;1742.5;No
4817-VYYWS;F;0;N;0;30;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;1;Yes;Electronic check;100.2;2983.8;Yes
5701-SVCWR;F;0;N;1;1;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;1;No;Mailed check;24;24;No
3129-AAQOU;F;0;Y;1;19;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;3;No;Mailed check;25.6;485.9;No
4922-CVPDX;F;0;Y;0;26;Yes;No;DSL;No;Yes;Yes;No;Yes;Yes;3;Yes;Credit card (automatic);73.5;1905.7;No
1396-QWFBJ;F;0;Y;1;21;Yes;No;Fiber optic;No;Yes;No;No;No;No;1;Yes;Bank transfer (automatic);74.05;1565.7;Yes
1357-BIJKI;M;0;Y;0;50;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;2;Yes;Electronic check;98.25;4858.7;No
1099-BTKWT;F;0;Y;0;68;No;No phone service;DSL;Yes;No;Yes;No;Yes;Yes;2;Yes;Electronic check;54.4;3723.65;No
5299-SJCZT;M;0;N;0;3;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;1;Yes;Bank transfer (automatic);101.55;298.35;Yes
2018-PZKMU;M;0;Y;1;9;Yes;No;Fiber optic;No;No;Yes;Yes;Yes;Yes;1;No;Electronic check;103.1;970.45;No
7340-KEFQE;F;0;Y;1;51;No;No phone service;DSL;Yes;No;No;Yes;No;No;3;No;Bank transfer (automatic);34.2;1782;No
4570-QHXHL;F;0;N;0;9;Yes;No;DSL;No;No;No;No;No;No;1;Yes;Electronic check;43.75;405.7;No
2403-BCASL;M;1;Y;1;41;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;2;Yes;Electronic check;111.95;4534.9;Yes
7392-YYPYJ;M;0;N;0;22;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;1;Yes;Electronic check;100.65;2415.95;No
2898-LSJGD;F;0;Y;1;21;No;No phone service;DSL;Yes;No;Yes;No;Yes;Yes;2;Yes;Electronic check;55.95;1157.05;Yes
2223-GDSHL;M;0;Y;1;71;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;3;Yes;Bank transfer (automatic);116.05;8297.5;No
7359-PTSXY;M;0;N;0;1;Yes;No;DSL;No;No;No;No;No;No;1;No;Electronic check;45.75;45.75;Yes
9470-RTWDV;M;0;Y;1;26;Yes;Yes;DSL;No;No;Yes;Yes;Yes;Yes;2;Yes;Credit card (automatic);82;2083.1;No
2176-OSJUV;M;0;Y;0;71;Yes;Yes;DSL;Yes;Yes;No;Yes;No;No;3;No;Bank transfer (automatic);65.15;4681.75;No
9348-YVOMK;M;0;N;0;4;Yes;No;DSL;No;No;No;No;No;No;1;Yes;Credit card (automatic);44.8;176.2;No
8104-OSKWT;F;0;N;0;12;Yes;Yes;Fiber optic;Yes;No;No;No;No;No;1;Yes;Electronic check;79.8;1001.2;No
4521-YEEHE;F;0;Y;0;18;Yes;Yes;Fiber optic;No;No;No;Yes;Yes;No;1;Yes;Electronic check;88.85;1594.75;No
4090-KPJIP;F;0;N;0;3;Yes;Yes;Fiber optic;No;No;No;No;No;No;1;Yes;Electronic check;74.95;212.4;No
3786-WOVKF;F;1;Y;0;72;Yes;Yes;Fiber optic;Yes;Yes;No;No;Yes;Yes;2;Yes;Bank transfer (automatic);106.85;7677.4;No
4503-BDXBD;M;0;N;0;11;Yes;No;Fiber optic;No;Yes;No;No;No;No;1;No;Electronic check;74.95;815.5;Yes
6086-ESGRL;F;0;N;0;1;Yes;No;Fiber optic;No;No;No;No;No;Yes;1;No;Credit card (automatic);80.15;80.15;Yes
2592-HODOV;M;0;N;0;13;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;2;No;Credit card (automatic);19.3;259.65;No
3886-CERTZ;F;0;Y;0;72;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;2;Yes;Electronic check;109.25;8109.8;Yes
7995-ZHHNZ;M;0;Y;0;42;Yes;Yes;DSL;Yes;No;No;No;No;No;2;No;Credit card (automatic);56.1;2386.85;No
3824-RHKVR;F;0;N;0;17;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;1;No;Credit card (automatic);19.7;340.35;No
5816-SCGFC;F;1;N;0;7;Yes;No;DSL;No;Yes;No;No;No;No;1;Yes;Mailed check;51.3;419.35;No
5989-AXPUC;F;0;Y;0;68;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;3;No;Mailed check;118.6;7990.05;No
4979-HPRFL;M;0;Y;1;56;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;3;No;Bank transfer (automatic);24.15;1402.25;No
8590-OHDIW;F;0;Y;1;38;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;2;No;Mailed check;20.3;749.35;No
8015-IHCGW;F;0;Y;1;72;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;3;Yes;Electronic check;115.5;8425.15;No
2332-TODQS;F;0;N;0;48;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;2;No;Credit card (automatic);25.05;1171.5;No
9278-VZKCD;F;1;Y;0;52;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;Yes;Yes;1;Yes;Electronic check;109.1;5647.95;No
8008-OTEZX;F;0;Y;1;35;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;2;No;Mailed check;19.65;708.8;No
2773-OVBPK;M;0;Y;0;67;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;3;Yes;Bank transfer (automatic);111.3;7567.2;No
5999-LCXAO;F;0;N;0;1;No;No phone service;DSL;Yes;No;No;No;No;No;1;No;Mailed check;29.9;29.9;No
5206-XZZQI;M;0;N;0;53;Yes;No;Fiber optic;No;Yes;No;Yes;No;No;1;Yes;Mailed check;80.6;4348.1;No
4803-LBYPN;M;0;Y;1;34;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;1;No;Mailed check;20.8;635.9;No
5759-RCVCB;F;0;N;0;3;No;No phone service;DSL;No;No;No;No;Yes;No;1;No;Credit card (automatic);35.2;108.95;Yes
6372-RFVNS;F;0;Y;0;1;Yes;No;Fiber optic;No;No;No;No;Yes;No;1;No;Electronic check;78.8;78.8;Yes
2139-FQHLM;M;0;N;0;19;Yes;No;Fiber optic;No;No;Yes;Yes;Yes;No;1;No;Mailed check;89.95;1682.4;No
8261-GWDBQ;F;1;Y;0;60;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;3;Yes;Bank transfer (automatic);116.05;6925.9;No
1093-YSWCA;M;0;N;0;11;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;3;No;Credit card (automatic);19.55;223.15;No
8938-UMKPI;F;0;N;0;47;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;1;Yes;Electronic check;106.4;5127.95;Yes
0991-BRRFB;M;0;N;0;18;Yes;No;DSL;Yes;No;No;No;No;No;1;No;Electronic check;49.4;874.8;Yes
3882-IYOIJ;F;0;Y;1;60;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;3;No;Credit card (automatic);115.25;6758.45;No
8749-TZYEC;M;0;Y;0;72;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;3;No;Credit card (automatic);24.8;1874.3;No
1755-FZQEC;M;0;N;0;39;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;2;No;Mailed check;19.9;791.15;No
3115-JPJDD;F;0;Y;0;59;Yes;No;Fiber optic;Yes;No;Yes;No;No;No;2;Yes;Credit card (automatic);81.25;4639.45;No
5600-KTXFM;M;0;Y;1;2;Yes;No;Fiber optic;No;No;No;No;No;No;1;No;Mailed check;69.95;143.9;No
3871-IKPYH;M;1;N;0;1;Yes;No;Fiber optic;No;No;No;No;No;No;1;No;Electronic check;69.1;69.1;Yes
6319-IEJWJ;M;0;Y;1;20;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;1;Yes;Electronic check;90.2;1776.55;Yes
9025-AOMKI;F;0;N;0;6;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;1;Yes;Bank transfer (automatic);93.55;536.4;Yes
6339-TBELP;M;0;N;0;71;Yes;Yes;Fiber optic;No;No;Yes;Yes;No;No;3;Yes;Credit card (automatic);86.4;6172;No
7964-YESJC;F;0;Y;0;24;Yes;Yes;DSL;Yes;Yes;Yes;No;No;No;1;No;Mailed check;66.3;1559.45;No
6173-GOLSU;M;1;Y;0;67;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;1;Yes;Credit card (automatic);94.65;6079;No
5275-SQEIZ;M;0;N;0;1;Yes;No;Fiber optic;No;No;No;No;No;Yes;1;Yes;Mailed check;80.85;80.85;Yes
7716-YTYHG;F;0;Y;1;48;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;2;Yes;Mailed check;82.05;4029.95;Yes
9938-ZREHM;F;0;Y;0;37;Yes;Yes;DSL;No;Yes;No;Yes;No;Yes;2;No;Mailed check;72.1;2658.4;No
7950-XWOVN;M;0;N;0;11;No;No phone service;DSL;No;Yes;Yes;No;No;No;1;No;Mailed check;34.7;383.55;No
4390-KYULV;M;0;Y;0;3;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;1;Yes;Credit card (automatic);20.55;51.15;Yes
4647-MUZON;F;0;Y;0;18;Yes;No;Fiber optic;No;No;Yes;No;Yes;Yes;1;Yes;Credit card (automatic);95.95;1745.5;No
